2018-02-22 08:28:40	2018-02-22 09:09:00
2018-02-23 07:27:00	2018-02-23 08:21:00
2018-02-23 10:49:00	2018-02-23 11:42:00
2018-02-23 15:21:00	2018-02-23 15:57:00
2018-02-26 07:48:00	2018-02-26 08:28:00
2018-02-26 17:52:00	2018-02-26 18:28:00
2018-02-27 15:57:00	2018-02-27 16:49:00
2018-02-28 08:24:00	2018-02-28 09:03:00
2018-02-28 09:41:00	2018-02-28 10:30:00
2018-02-28 14:18:00	2018-02-28 14:55:00
2018-03-01 11:32:00	2018-03-01 12:13:00
2018-03-02 07:00:00	2018-03-02 07:36:00
2018-04-09 07:07:00	2018-04-09 07:50:00
2018-04-09 09:49:00	2018-04-09 10:35:00
2018-04-12 14:20:00	2018-04-12 15:04:00
2018-04-13 14:42:00	2018-04-13 15:27:00
2018-04-16 07:43:00	2018-04-16 08:20:00
2018-04-16 08:26:00	2018-04-16 09:03:00
2018-04-16 09:17:00	2018-04-16 09:48:00
2018-04-16 10:56:00	2018-04-16 11:37:00
2018-04-16 12:41:00	2018-04-16 13:29:00
2018-04-18 17:21:00	2018-04-18 17:57:00
2018-04-19 07:42:00	2018-04-19 08:21:00
2018-04-19 08:30:00	2018-04-19 09:08:00
2018-04-19 09:22:00	2018-04-19 10:15:00
2018-04-19 10:27:00	2018-04-19 11:18:00
2018-04-20 07:13:00	2018-04-20 07:47:00
2018-04-20 09:08:00	2018-04-20 09:59:00
2018-04-23 10:53:00	2018-04-23 12:12:00
2018-04-24 07:45:00	2018-04-24 08:19:00
2018-04-24 10:31:00	2018-04-24 11:41:00
2018-04-24 13:16:00	2018-04-24 14:03:00
2018-04-25 07:20:00	2018-04-25 08:04:00
2018-04-25 11:14:00	2018-04-25 11:57:00
2018-04-25 14:02:00	2018-04-25 14:54:00
2018-04-25 15:28:00	2018-04-25 15:59:00
2018-04-26 09:37:00	2018-04-26 10:20:00
2018-04-26 10:53:00	2018-04-26 11:34:00
2018-04-26 11:55:00	2018-04-26 12:58:00
2018-04-26 14:12:00	2018-04-26 14:58:00
2018-04-26 19:41:00	2018-04-26 19:59:00
2018-04-27 08:40:00	2018-04-27 09:15:00
2018-04-27 10:47:00	2018-04-27 11:19:00
2018-04-27 12:53:00	2018-04-27 13:46:00
2018-04-27 19:24:00	2018-04-27 19:48:00
2018-04-30 08:43:00	2018-04-30 09:25:00
2018-04-30 15:21:00	2018-04-30 16:11:00
