2018-02-21 07:33:31	2018-02-21 08:02:00
2018-02-21 08:32:00	2018-02-21 09:01:00
2018-02-21 09:43:00	2018-02-21 10:37:00
2018-02-22 17:36:00	2018-02-22 18:05:00
2018-02-23 07:17:00	2018-02-23 07:52:00
2018-02-24 10:09:00	2018-02-24 10:40:00
2018-02-25 12:37:00	2018-02-25 13:09:00
2018-02-26 07:16:00	2018-02-26 07:47:00
2018-02-26 13:36:00	2018-02-26 14:05:00
2018-02-27 07:26:00	2018-02-27 08:19:00
2018-02-27 09:52:00	2018-02-27 10:27:00
2018-02-28 09:35:00	2018-02-28 10:07:00
2018-03-01 10:16:00	2018-03-01 10:49:00
2018-03-02 11:08:00	2018-03-02 11:40:00
2018-04-09 10:37:00	2018-04-09 11:06:00
2018-04-09 18:11:00	2018-04-09 18:40:00
2018-04-09 19:08:00	2018-04-09 19:32:00
2018-04-10 07:43:00	2018-04-10 08:18:00
2018-04-11 14:18:00	2018-04-11 14:52:00
2018-04-11 17:04:00	2018-04-11 17:33:00
2018-04-12 08:24:00	2018-04-12 09:02:00
2018-04-12 13:57:00	2018-04-12 14:29:00
2018-04-12 18:03:00	2018-04-12 18:37:00
2018-04-13 08:50:00	2018-04-13 09:21:00
2018-04-13 12:11:00	2018-04-13 12:41:00
2018-04-16 07:39:00	2018-04-16 08:22:00
2018-04-16 08:46:00	2018-04-16 09:15:00
2018-04-18 16:12:00	2018-04-18 16:41:00
2018-04-19 08:20:00	2018-04-19 08:55:00
2018-04-19 16:32:00	2018-04-19 17:04:00
2018-04-20 12:12:00	2018-04-20 12:44:00
2018-04-20 14:59:00	2018-04-20 15:29:00
2018-04-20 16:08:00	2018-04-20 16:37:00
2018-04-23 09:38:00	2018-04-23 10:12:00
2018-04-23 11:53:00	2018-04-23 12:25:00
2018-04-23 16:58:00	2018-04-23 17:11:00
2018-04-24 11:35:00	2018-04-24 12:15:00
2018-04-24 12:59:00	2018-04-24 14:05:00
2018-04-24 17:17:00	2018-04-24 17:46:00
2018-04-25 07:26:00	2018-04-25 07:58:00
2018-04-25 11:00:00	2018-04-25 11:29:00
2018-04-25 13:35:00	2018-04-25 14:12:00
2018-04-25 15:26:00	2018-04-25 15:56:00
2018-04-25 17:34:00	2018-04-25 18:06:00
2018-04-26 07:17:00	2018-04-26 08:02:00
2018-04-27 08:35:00	2018-04-27 09:09:00
2018-04-27 10:47:00	2018-04-27 11:25:00
2018-04-27 12:37:00	2018-04-27 13:18:00
2018-04-30 09:01:00	2018-04-30 09:36:00
2018-04-30 11:02:00	2018-04-30 11:35:00
2018-04-30 16:23:00	2018-04-30 16:52:00
